time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Histogram,MACD,Signal
2024-08-05T15:15:00-04:00,11.616621481621852,11.616621481621852,11.59,11.59,11.652234187948883,11.691942707072414,11.565829085522072,0,0,20257,20256,0,0,0,0,NaN,NaN,2.4353226327726807,NaN,NaN,NaN,11.739559536432319,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.014558343253136104,-0.03598799142708131,-0.021429648173945208
2024-08-05T15:16:00-04:00,11.603310740810926,11.603310740810926,11.59,11.59,11.640918881049085,11.690386329865202,11.565850718460243,0,0,20257,20256,0,0,0,0,NaN,NaN,5.809048949734015,NaN,NaN,NaN,11.706848902818322,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.014067192784076272,-0.03901363915404055,-0.024946446369964275
2024-08-05T15:17:00-04:00,11.596655370405463,11.596655370405463,11.59,11.59,11.631660902676524,11.68885371414207,11.565893868375442,0,0,20257,20256,0,0,0,0,NaN,NaN,10.972612934692322,NaN,NaN,NaN,11.66257684002212,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.012794491704862812,-0.04093956100104279,-0.028145069296179978
2024-08-05T15:18:00-04:00,11.59332768520273,11.59332768520273,11.59,11.59,11.624086193098973,11.687344497132267,11.565941584562298,0,0,20257,20256,0,0,0,0,NaN,NaN,17.525485606338485,NaN,NaN,NaN,11.662243073067529,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.011069485703312242,-0.04198192642532028,-0.03091244072200804
2024-08-05T15:19:00-04:00,11.591663842601365,11.591663842601365,11.59,11.59,11.617888703444615,11.685858321603531,11.565963016685373,0,0,20257,20256,0,0,0,0,NaN,NaN,23.743690676753314,NaN,NaN,NaN,11.661896416324959,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.009126181807037177,-0.04232016798080451,-0.033193986173767336
2024-08-05T15:20:00-04:00,11.590831921300683,11.62,11.59,11.604999999999999,11.61554530281832,11.68462384341111,11.566136123552157,0,0,20257,20256,0,0,0,0,NaN,NaN,28.505982255547302,NaN,NaN,NaN,11.661896416324959,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.006169858849241913,-0.040906309735319724,-0.03473645088607781
2024-08-05T15:22:00-04:00,11.59791596065034,11.64,11.59791596065034,11.6325,11.61862797503317,11.683828059542238,11.566312226679285,0,0,20257,20256,0,0,0,0,NaN,NaN,32.20478077699225,NaN,NaN,NaN,11.661896416324959,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.001921787349594417,-0.03713868507307083,-0.035216897723476415
2024-08-05T15:23:00-04:00,11.61520798032517,11.65,11.61520798032517,11.65,11.624331979572593,11.683311600617929,11.566515300364424,0,0,20257,20256,0,0,0,0,NaN,NaN,35.89849155410415,NaN,NaN,NaN,11.661896416324959,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.0022794396870724487,-0.032367598114635854,-0.0346470378017083
2024-08-05T15:24:00-04:00,11.632603990162586,11.632603990162586,11.625,11.625,11.624453437832122,11.68242134717338,11.56656686098793,0,0,20257,20256,0,0,0,0,NaN,NaN,39.30594206880724,NaN,NaN,NaN,11.661896416324959,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.003513624242030923,-0.03025500749916965,-0.033768631741200573
2024-08-05T15:25:00-04:00,11.628801995081293,11.628801995081293,11.6,11.6,11.620007358226282,11.68116300599516,11.566596309973662,0,0,20257,20256,0,0,0,0,NaN,NaN,43.32567468801224,NaN,NaN,NaN,11.661896416324959,11.568999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.002815417796472701,-0.030249359495609696,-0.033064777292082397
