time,open,high,low,close,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter
2023-06-02,2.2830161557412962,2.39,2.23,2.2975000000000003,0,0,0,0,NaN,NaN,71.45164284204117,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-05,2.2902580778706483,2.6195,2.2902580778706483,2.492375,0,0,0,0,NaN,NaN,68.20022432698403,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-06,2.391316538935324,2.51,2.32,2.4074999999999998,0,0,0,0,NaN,NaN,65.6010812220419,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-07,2.3994082694676617,2.5299,2.3994082694676617,2.449975,0,0,0,0,NaN,NaN,62.563039899191594,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-08,2.424691634733831,2.48,2.36,2.44,0,0,0,0,NaN,NaN,59.49746756521866,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-09,2.4323458173669152,2.4323458173669152,2.32,2.3876500000000003,0,0,0,0,NaN,NaN,56.87769252182425,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-12,2.409997908683458,2.409997908683458,2.28,2.3449999999999998,0,0,0,0,NaN,NaN,54.5432333359699,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-13,2.377498954341729,2.43,2.28,2.35,0,0,0,0,NaN,NaN,52.016576227684354,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-14,2.3637494771708645,2.3637494771708645,2.21,2.265,0,0,0,0,NaN,NaN,50.13136091051382,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-15,2.3143747385854323,2.3143747385854323,2.21,2.245,0,0,0,0,NaN,NaN,48.409225228765926,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-16,2.2796873692927164,2.31,2.21,2.26,0,0,0,0,NaN,NaN,46.54013915225966,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-20,2.269843684646358,2.269843684646358,2.15,2.2003999999999997,0,0,0,0,NaN,NaN,45.04365555601617,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-21,2.2351218423231787,2.25,2.16,2.185,0,0,0,0,NaN,NaN,43.60748116441051,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-22,2.210060921161589,2.210060921161589,2.11,2.15,0,0,0,0,NaN,NaN,42.42014865839776,NaN,NaN,NaN,3.1195574284756526,3.0453858827755873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-23,2.1800304605807943,2.1800304605807943,2.02,2.065,0,0,0,0,NaN,NaN,41.81040703845442,NaN,NaN,NaN,3.1195574284756526,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-26,2.1225152302903973,2.1225152302903973,2.03,2.065,0,0,0,0,NaN,NaN,41.682908600694304,NaN,NaN,NaN,3.1195574284756526,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-27,2.093757615145199,2.24,2.08,2.1625,0,0,0,0,NaN,NaN,40.66365902246947,NaN,NaN,NaN,2.983311175297878,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-28,2.1281288075725993,2.16,2.06,2.1100000000000003,0,0,0,0,NaN,NaN,42.08187420367368,NaN,NaN,NaN,2.673380852476747,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-29,2.1190644037863,2.14,2.06,2.09,0,0,0,0,NaN,NaN,44.504968733777595,NaN,NaN,NaN,2.6512639482143636,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-06-30,2.10453220189315,2.14,2.0802,2.12005,0,0,0,0,NaN,NaN,46.743680934516554,NaN,NaN,NaN,2.6512639482143636,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-03,2.112291100946575,2.16,2.0803,2.1225750000000003,0,0,0,0,NaN,NaN,48.66591559861127,NaN,NaN,NaN,2.6512639482143636,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-05,2.117433050473288,2.13,2.08,2.0925000000000002,0,0,0,0,NaN,NaN,49.278436587957394,NaN,NaN,NaN,2.6512639482143636,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-06,2.104966525236644,2.104966525236644,2.035,2.08125,0,0,0,0,NaN,NaN,49.90961946656228,NaN,NaN,NaN,2.6512639482143636,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-07,2.0931082626183217,2.14,2.06,2.09,0,0,0,0,NaN,NaN,51.120161437983725,NaN,NaN,NaN,2.6512639482143636,2.737270117942911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-10,2.091554131309161,2.1199,2.01,2.0649749999999996,0,0,0,0,NaN,NaN,52.73865327059657,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-11,2.07826456565458,2.1799,2.04,2.102475,0,0,0,0,NaN,NaN,52.75550267952786,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-12,2.09036978282729,2.32,2.09036978282729,2.2049999999999996,0,0,0,0,NaN,NaN,51.167164890501915,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-13,2.147684891413645,2.52,2.147684891413645,2.3575,0,0,0,0,NaN,NaN,47.1958641339274,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-14,2.2525924457068225,2.3299,2.15,2.234975,0,0,0,0,NaN,NaN,44.79155815898766,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-17,2.2437837228534114,2.2437837228534114,2.1,2.1425,0,0,0,0,NaN,NaN,43.87877594855362,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-18,2.1931418614267058,2.24,2.15,2.1850000000000005,0,0,0,0,NaN,NaN,41.48041407727259,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-19,2.189070930713353,2.26,2.12,2.175,0,0,0,0,NaN,NaN,39.051654120601,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-20,2.1820354653566767,2.19,2.1,2.1375,0,0,0,0,NaN,NaN,37.00477613041633,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-21,2.1597677326783384,2.21,2.1202,2.16005,0,0,0,0,NaN,NaN,34.63072868413748,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-24,2.159908866339169,2.3,2.159908866339169,2.23,0,0,0,0,NaN,NaN,31.169478704831217,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-25,2.1949544331695847,2.367,2.1949544331695847,2.30925,0,0,0,0,NaN,NaN,26.34402871780404,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-26,2.2521022165847926,2.3499,2.2521022165847926,2.302475,0,0,0,0,NaN,NaN,21.518740846840736,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-27,2.2772886082923964,2.33,2.195,2.250925,0,0,0,0,NaN,NaN,17.494553245211826,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-28,2.2641068041461985,2.285,2.19,2.24625,0,0,0,0,NaN,NaN,13.747650134024116,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-07-31,2.255178402073099,2.43,2.255178402073099,2.347,0,0,0,0,NaN,NaN,8.614588898128405,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-08-01,2.3010892010365493,2.36,2.25,2.3225,0,0,0,0,NaN,NaN,4.777829082356879,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-08-02,2.3117946005182746,2.34,2.23,2.295,0,0,0,0,NaN,NaN,2.453832213189402,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2023-08-03,2.303397300259137,2.3789,2.251,2.3124749999999996,0,0,0,0,NaN,NaN,1.01400299847589,NaN,NaN,NaN,2.6512639482143636,2.51540435402175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
