time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Histogram,MACD,Signal
2024-08-06T11:33:00-04:00,38.37241799725232,38.5713,38.37241799725232,38.5713,38.34637615232371,33.23277930639446,33.15315759969957,0,0,1345,1344,0,0,0,0,NaN,NaN,78.58298592459057,NaN,NaN,NaN,36.34480249365777,38.042452499999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.3296005693210897,0.966624144835933,1.2962247141570227
2024-08-06T11:34:00-04:00,38.47185899862616,38.6826,37.785,38.2338,38.32590776099212,33.30913076736554,33.20450055761277,0,0,1345,1344,0,0,0,0,NaN,NaN,78.72992739907707,NaN,NaN,NaN,36.34480249365777,38.042452499999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.3251811925024035,0.8897482235290184,1.214929416031422
2024-08-06T11:36:00-04:00,38.35282949931308,38.35282949931308,37,37.667500000000004,38.206197258993555,33.375670755650034,33.25053945714061,0,0,1345,1344,0,0,0,0,NaN,NaN,78.14841748007323,NaN,NaN,NaN,36.34480249365777,38.042452499999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.35258089987888575,0.7742032911828147,1.1267841910617005
2024-08-06T11:37:00-04:00,38.01016474965654,39.5799,38.01016474965654,39.039950000000005,38.357788666449274,33.4621483013653,33.26292048638091,0,0,1345,1344,0,0,0,0,NaN,NaN,77.80908773856535,NaN,NaN,NaN,36.34480249365777,38.042452499999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.2739577559371511,0.7843369961402615,1.0582947520774126
2024-08-06T11:38:00-04:00,38.52505737482827,39.5799,38.52505737482827,39.43435,38.55352709073122,33.553326953252856,33.34157698251837,0,0,1345,1344,0,0,0,0,NaN,NaN,77.59594399946745,NaN,NaN,NaN,36.34480249365777,38.042452499999996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.1947955588722583,0.8148003034870896,1.009595862359348
2024-08-06T11:39:00-04:00,38.97970368741414,40,38.97970368741414,39.625,38.74834034696191,33.64602425167648,33.462534642913845,0,0,1345,1344,0,0,0,0,NaN,NaN,77.26887393654393,NaN,NaN,NaN,36.34480249365777,38.133624999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.13200417745352444,0.8445906405424424,0.9765948179959668
2024-08-06T11:40:00-04:00,39.30235184370707,39.9466,39.30235184370707,39.8473,38.94815119296884,33.74070021729974,33.53136944080295,0,0,1345,1344,0,0,0,0,NaN,NaN,77.1015347890166,NaN,NaN,NaN,36.34480249365777,38.29285075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.08044464081626213,0.8760390169756391,0.9564836577919013
2024-08-06T11:41:00-04:00,39.57482592185353,41,39.57482592185353,40.3125,39.196214612429046,33.84103303840967,33.60075076229608,0,0,1345,1344,0,0,0,0,NaN,NaN,76.8568845116695,NaN,NaN,NaN,36.34480249365777,38.632673705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.022943182849645805,0.927804679229844,0.9507478620794898
2024-08-06T11:42:00-04:00,39.943662960926765,41.74,39.943662960926765,40.99725,39.5236755919874,33.95028825919731,33.73015720873255,0,0,1345,1344,0,0,0,0,NaN,NaN,76.72626491754123,NaN,NaN,NaN,36.34480249365777,39.15704682155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.049331695094615546,1.0124124809477593,0.9630807858531437
2024-08-06T11:43:00-04:00,40.47045648046338,41.86,40.47045648046338,41.2034,39.82908002980787,34.06102278959124,33.8554455189095,0,0,1345,1344,0,0,0,0,NaN,NaN,76.63832904728068,NaN,NaN,NaN,36.34480249365777,39.493315202964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.09642192712671005,1.0836081947615313,0.9871862676348212
