time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Histogram,MACD,Signal
2024-08-06T12:45:00-04:00,1.9501171652915628,1.9501171652915628,1.95,1.95,1.9487044099766624,1.834418639804471,1.8326172443228175,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0037495832711635854,0.017922271272737378,0.021671854543900963
2024-08-06T12:47:00-04:00,1.9500585826457812,1.9500585826457812,1.95,1.95,1.9489399717990874,1.8361832407234868,1.832801146817737,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0038791092478497498,0.016822967984088777,0.020702077231938527
2024-08-06T12:48:00-04:00,1.9500292913228905,1.96,1.95,1.955,1.9500417951083442,1.837997237048319,1.8335621689958395,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.003626592871361748,0.016168836142736343,0.01979542901409809
2024-08-06T12:49:00-04:00,1.9525146456614453,1.98,1.9525146456614453,1.9775,1.9550341959977362,1.840127050223154,1.8353329269492897,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.002022782219466328,0.017266951239765183,0.01928973345923151
2024-08-06T12:50:00-04:00,1.9650073228307225,1.9650073228307225,1.95,1.95,1.9541188876345115,1.8418044998380676,1.8354738198215905,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0028423537602480335,0.015736791258921468,0.0185791450191695
2024-08-06T12:53:00-04:00,1.9575036614153611,1.98,1.9575036614153611,1.98,1.9588245444282366,1.843914354802372,1.8379848149713247,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0014618970475549567,0.016751773709725803,0.01821367075728076
2024-08-06T12:55:00-04:00,1.9687518307076806,1.98,1.9687518307076806,1.98,1.9626746272594664,1.8459919982405038,1.83820053163916,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.000686069024636908,0.017356084476484623,0.01804215350112153
2024-08-06T12:59:00-04:00,1.9743759153538403,2.01,1.9743759153538403,1.9975,1.9690065132122907,1.8483050975040076,1.8479335057555828,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007884920690715072,0.019027768587460914,0.018239276518389407
2024-08-06T13:00:00-04:00,1.9859379576769203,2.02,1.9859379576769203,2.019975,1.978273510810056,1.8509260120459312,1.851117654279842,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029394023302854733,0.021913529431246248,0.018974127100960775
2024-08-06T13:01:00-04:00,2.00295647883846,2.01,2.00295647883846,2.01,1.9840419633900457,1.8533546225490467,1.8512939649336957,0,0,19711,19710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00332389819315353,0.023128999842402687,0.019805101649249156
