time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Histogram,MACD,Signal
2024-08-07T10:44:00-04:00,2.2310428684812083,2.24,2.2310428684812083,2.24,2.2355182138969,2.101847853219089,2.0875977689868574,0,0,21627,21626,0,0,0,0,NaN,NaN,65.56418688691207,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0010290737144989185,0.005645080852298978,0.006674154566797897
2024-08-07T10:46:00-04:00,2.2355214342406042,2.25,2.1973,2.2186500000000002,2.2324512659156457,2.1036310921012404,2.088737896687386,0,0,21627,21626,0,0,0,0,NaN,NaN,64.41750676209432,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.002204334722843289,0.003918736163243786,0.006123070886087075
2024-08-07T10:47:00-04:00,2.2270857171203025,2.2270857171203025,2.2,2.2041000000000004,2.227296490294619,2.10516496855771,2.0891356319254855,0,0,21627,21626,0,0,0,0,NaN,NaN,62.05868314446866,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0038097805626461827,0.0013608451827793466,0.005170625745425529
2024-08-07T10:48:00-04:00,2.2155928585601514,2.2155928585601514,2.2,2.205,2.2232425829683247,2.106689167511027,2.0891824438256164,0,0,21627,21626,0,0,0,0,NaN,NaN,59.28940540731217,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.004606031630422206,-0.0005869137926022283,0.0040191178378199775
2024-08-07T10:49:00-04:00,2.210296429280076,2.23,2.2099,2.214975,2.2217393860649928,2.1083423863276525,2.0895829215347512,0,0,21627,21626,0,0,0,0,NaN,NaN,56.96292547779762,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.004263710918148462,-0.0013105208098656007,0.0029531901082828615
2024-08-07T10:50:00-04:00,2.212635714640038,2.24,2.212635714640038,2.2300000000000004,2.2232413158713578,2.110199754475322,2.089782263707804,0,0,21627,21626,0,0,0,0,NaN,NaN,55.6632057564153,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0028937034274145166,-0.0006639391759852842,0.0022297642514292324
2024-08-07T10:51:00-04:00,2.2213178573200194,2.24,2.2213178573200194,2.2375000000000003,2.2258338038947474,2.112143269674172,2.0903880958674783,0,0,21627,21626,0,0,0,0,NaN,NaN,55.2247067519331,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0014250124148181599,0.00044849873290653264,0.0018735111477246925
2024-08-07T10:53:00-04:00,2.2294089286600096,2.2294089286600096,2.2,2.21,2.2229549304593386,2.113637265557009,2.091019031720864,0,0,21627,21626,0,0,0,0,NaN,NaN,53.35944713142477,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.00220183003438759,-0.0008787763952597949,0.0013230536391277952
2024-08-07T10:54:00-04:00,2.219704464330005,2.22,2.2,2.21,2.2205994885576406,2.1151084523423984,2.0911009813874797,0,0,21627,21626,0,0,0,0,NaN,NaN,51.79888826392198,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.002585362727600525,-0.001908649770372861,0.0006767129572276639
2024-08-07T10:55:00-04:00,2.2148522321650024,2.2148522321650024,2.21,2.21,2.2186723088198876,2.1165571782608352,2.0911792727395713,0,0,21627,21626,0,0,0,0,NaN,NaN,49.52431803218562,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0026963940660112394,-0.0026937796252863855,0.000002614440724854031
2024-08-07T10:56:00-04:00,2.212426116082501,2.212426116082501,2.2,2.2025,2.2157318890344535,2.117869282409525,2.0912646884013473,0,0,21627,21626,0,0,0,0,NaN,NaN,46.50116509960474,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0031032932393618455,-0.003876502108477453,-0.0007732088691156074
2024-08-07T10:57:00-04:00,2.2074630580412506,2.21,2.2,2.2075,2.2142351819372803,2.1192376903116696,2.091632512919488,0,0,21627,21626,0,0,0,0,NaN,NaN,43.141589170624776,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0028695124819590823,-0.00436009947156446,-0.001490586989605378
2024-08-07T10:58:00-04:00,2.207481529020625,2.21,2.207481529020625,2.20995,2.213456057948684,2.12062261107027,2.0922025102197375,0,0,21627,21626,0,0,0,0,NaN,NaN,39.81494682084119,NaN,NaN,NaN,2.2574337576907872,2.2237804427223824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,-0.0024026159729469594,-0.004493856955789077,-0.002091240982842118
