time,open,high,low,close,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter
2024-08-05T19:41:00-04:00,211.27893856122074,211.27893856122074,211.1532,211.2108,0,0,0,0,NaN,NaN,9.141064139449055,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:42:00-04:00,211.24486928061037,211.27,211.1537,211.218425,0,0,0,0,NaN,NaN,12.600246991619443,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:43:00-04:00,211.2316471403052,211.28,211.1897,211.23235,0,0,0,0,NaN,NaN,16.4151351141908,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:44:00-04:00,211.2319985701526,211.28,211.23,211.2525,0,0,0,0,NaN,NaN,19.36025767669345,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:45:00-04:00,211.2422492850763,211.3,211.2422492850763,211.2899,0,0,0,0,NaN,NaN,22.974218603414318,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:46:00-04:00,211.26607464253814,211.28,211.25,211.265,0,0,0,0,NaN,NaN,26.06202969442536,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:47:00-04:00,211.26553732126905,211.27,211.16,211.2175,0,0,0,0,NaN,NaN,29.457749752651118,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:48:00-04:00,211.24151866063454,211.28,211.22,211.25,0,0,0,0,NaN,NaN,32.261568878210866,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:49:00-04:00,211.24575933031727,211.41,211.22,211.32815,0,0,0,0,NaN,NaN,35.65566668377964,NaN,NaN,NaN,210.65522924580858,211.0377108256892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:50:00-04:00,211.28695466515865,211.45,211.28695466515865,211.4125,0,0,0,0,NaN,NaN,42.38278026544106,NaN,NaN,NaN,210.65522924580858,211.13522587706515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:51:00-04:00,211.34972733257933,211.99,211.34972733257933,211.60750000000002,0,0,0,0,NaN,NaN,52.72665578191058,NaN,NaN,NaN,210.65522924580858,211.3114284428815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:52:00-04:00,211.47861366628968,211.78,211.47861366628968,211.71527500000002,0,0,0,0,NaN,NaN,63.77352626166154,NaN,NaN,NaN,210.65522924580858,211.44930611658992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:53:00-04:00,211.59694433314485,211.8,211.59694433314485,211.72500000000002,0,0,0,0,NaN,NaN,71.74752903917587,NaN,NaN,NaN,210.65522924580858,211.52729309011067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:54:00-04:00,211.66097216657244,211.76,211.6,211.71,0,0,0,0,NaN,NaN,73.3962850766171,NaN,NaN,NaN,210.65522924580858,211.52729309011067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:55:00-04:00,211.6854860832862,211.7,211.61,211.655025,0,0,0,0,NaN,NaN,74.9651240041056,NaN,NaN,NaN,210.65522924580858,211.52729309011067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:56:00-04:00,211.6702555416431,211.6899,211.66,211.67495,0,0,0,0,NaN,NaN,78.25290526654905,NaN,NaN,NaN,210.65522924580858,211.52729309011067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:57:00-04:00,211.67260277082153,211.67260277082153,211.61,211.62,0,0,0,0,NaN,NaN,80.4666051637193,NaN,NaN,NaN,210.65522924580858,211.52729309011067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:58:00-04:00,211.64630138541077,211.7,211.6099,211.65497499999998,0,0,0,0,NaN,NaN,82.33139673588717,NaN,NaN,NaN,210.65522924580858,211.52729309011067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-05T19:59:00-04:00,211.65063819270537,212,211.65063819270537,211.8125,0,0,0,0,NaN,NaN,83.43526517840932,NaN,NaN,NaN,210.9180476269557,211.64348016307747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:00:00-04:00,211.7315690963527,212.84,210.74,211.60250000000002,0,0,0,0,NaN,NaN,85.0038751156474,NaN,NaN,NaN,210.9833522815783,211.64348016307747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:02:00-04:00,211.66703454817636,211.66703454817636,210.56,210.84750000000003,0,0,0,0,NaN,NaN,80.4795622137872,NaN,NaN,NaN,210.9833522815783,211.17077500000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:03:00-04:00,211.25726727408818,211.25726727408818,210.8,210.82500000000002,0,0,0,0,NaN,NaN,75.72419294856161,NaN,NaN,NaN,210.9833522815783,211.14948925000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:04:00-04:00,211.04113363704408,211.11,210.77,210.945,0,0,0,0,NaN,NaN,72.40445389189824,NaN,NaN,NaN,210.9833522815783,211.14948925000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:05:00-04:00,210.99306681852204,211.11,210.99306681852204,211.10500000000002,0,0,0,0,NaN,NaN,70.36094225784797,NaN,NaN,NaN,210.9833522815783,211.14948925000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:06:00-04:00,211.04903340926103,211.3,211.04903340926103,211.245,0,0,0,0,NaN,NaN,69.90931097590138,NaN,NaN,NaN,210.9833522815783,211.14948925000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:07:00-04:00,211.14701670463052,211.14701670463052,210.76,210.83249999999998,0,0,0,0,NaN,NaN,65.4415947940773,NaN,NaN,NaN,210.9833522815783,211.14948925000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:08:00-04:00,210.98975835231525,210.98975835231525,210.56,210.69750000000002,0,0,0,0,NaN,NaN,59.47997528398407,NaN,NaN,NaN,210.9833522815783,211.062444895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:09:00-04:00,210.84362917615763,210.84362917615763,210.16,210.36499999999998,0,0,0,0,NaN,NaN,49.47718810756714,NaN,NaN,NaN,210.9833522815783,210.84838735444998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:10:00-04:00,210.6043145880788,210.6043145880788,210.06,210.275,0,0,0,0,NaN,NaN,39.52667587001124,NaN,NaN,NaN,210.9833522815783,210.73998087191603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:11:00-04:00,210.43965729403942,210.54,210.31,210.38750000000002,0,0,0,0,NaN,NaN,32.19348144545563,NaN,NaN,NaN,210.9833522815783,210.73998087191603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:12:00-04:00,210.41357864701973,210.41357864701973,210.4,210.4,0,0,0,0,NaN,NaN,25.78144089744376,NaN,NaN,NaN,210.9833522815783,210.73998087191603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:13:00-04:00,210.40678932350988,210.40678932350988,210.01,210.175,0,0,0,0,NaN,NaN,18.567792318741382,NaN,NaN,NaN,210.9833522815783,210.61273374112864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:14:00-04:00,210.29089466175495,210.29089466175495,210.02,210.0725,0,0,0,0,NaN,NaN,12.092390745410322,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:15:00-04:00,210.18169733087745,210.2,210.03,210.0925,0,0,0,0,NaN,NaN,6.846804587187516,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:16:00-04:00,210.1370986654387,210.1370986654387,210.11,210.11,0,0,0,0,NaN,NaN,3.3045767597325066,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:17:00-04:00,210.12354933271936,210.2,210.08,210.14000000000001,0,0,0,0,NaN,NaN,1.1540901439345999,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:18:00-04:00,210.1317746663597,210.29,210.1317746663597,210.29,0,0,0,0,NaN,NaN,0.19473334980733792,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:19:00-04:00,210.21088733317984,210.42,210.06,210.2775,0,0,0,0,NaN,NaN,0.03719147568625402,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:20:00-04:00,210.24419366658992,210.24419366658992,210.03,210.13,0,0,0,0,NaN,NaN,0.781654843679205,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:21:00-04:00,210.18709683329496,210.24,210.04,210.11749999999998,0,0,0,0,NaN,NaN,2.114215813969669,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:23:00-04:00,210.15229841664745,210.25,210.15229841664745,210.25,0,0,0,0,NaN,NaN,3.9709745446695277,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:25:00-04:00,210.20114920832373,210.5,210.20114920832373,210.44,0,0,0,0,NaN,NaN,5.446006115367911,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:27:00-04:00,210.32057460416186,210.72,210.32057460416186,210.72,0,0,0,0,NaN,NaN,6.628578532503522,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:28:00-04:00,210.52028730208093,210.7,210.52028730208093,210.7,0,0,0,0,NaN,NaN,7.907526032018936,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2024-08-06T04:30:00-04:00,210.61014365104046,210.61014365104046,210.55,210.55,0,0,0,0,NaN,NaN,9.999070773846782,NaN,NaN,NaN,210.9833522815783,210.47346666772546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
