time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter
2024-07-18T15:55:00-04:00,18.686173898696893,18.74,18.686173898696893,18.74,18.70414789401573,19.361607230048538,19.138107460616514,0,0,18116,18467,0,0,0,0,NaN,NaN,2.0866209749653333,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,2.0866209749653333,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-18T15:57:00-04:00,18.713086949348444,18.94,18.713086949348444,18.94,18.747030095103778,19.355170478444744,19.137890065896322,0,0,18116,18468,0,0,0,0,NaN,NaN,2.0797777518614757,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,2.0797777518614757,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-18T15:59:00-04:00,18.826543474674224,18.9,18.826543474674224,18.9,18.77484280508491,19.3482213108349,19.137369108323846,0,0,18116,18469,0,0,0,0,NaN,NaN,2.864904629513777,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,2.864904629513777,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-18T16:00:00-04:00,18.86327173733711,18.86327173733711,18.62,18.62,18.746689567796743,19.337103428226737,19.133411486493827,0,1,18116,18470,0,0,0,0,NaN,NaN,4.541675556400566,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,4.541675556400566,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T09:30:00-04:00,18.741635868668556,18.741635868668556,18.6,18.6,18.720018737288246,19.325849940772894,18.6,0,0,18116,18471,0,0,0,0,NaN,NaN,5.503718244223496,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,5.503718244223496,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T09:34:00-04:00,18.67081793433428,19.15,18.67081793433428,19.025,18.77546987596311,19.32125681190613,18.847093023255816,0,0,18116,18472,0,0,0,0,NaN,NaN,5.1371537535448555,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,5.1371537535448555,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T09:36:00-04:00,18.84790896716714,18.84790896716714,18.705,18.7475,18.770384443969817,19.31249716592283,18.830925324675324,0,0,18116,18473,0,0,0,0,NaN,NaN,5.9391595161304656,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,5.9391595161304656,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T10:23:00-04:00,18.79770448358357,18.946,18.79770448358357,18.873,18.789041817793485,19.305787285527064,18.850771869639793,0,0,18116,18474,0,0,0,0,NaN,NaN,8.04931730675846,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,8.04931730675846,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T10:24:00-04:00,18.835352241791785,18.835352241791785,18.75,18.75,18.781943305467397,19.29730198345795,18.846628289473685,0,1,18116,18475,0,0,0,0,NaN,NaN,9.965445270001434,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,9.965445270001434,NaN,NaN,NaN,19.029813432217374,18.940929608928002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T11:31:00-04:00,18.79267612089589,19.72,18.79267612089589,19.72,18.952499068109688,19.303755388290654,18.943385740402196,0,0,18116,18476,0,0,0,0,NaN,NaN,5.951194477006992,NaN,NaN,NaN,19.029813432217374,19.203625000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,5.951194477006992,NaN,NaN,NaN,19.029813432217374,19.203625000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-19T11:32:00-04:00,19.256338060447945,19.256338060447945,19.18,19.18,18.993862873907926,19.301865993049574,18.95173192239859,0,0,18116,18477,0,0,0,0,NaN,NaN,6.248303837123069,NaN,NaN,NaN,19.029813432217374,19.203625000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,6.248303837123069,NaN,NaN,NaN,19.029813432217374,19.203625000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
