time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter
2024-06-27T11:10:00-04:00,7.4034053415468595,7.4034053415468595,7.2,7.2,7.262280748903318,7.250314714442322,7.245013986013985,0,0,19524,19609,0,0,0,0,NaN,NaN,34.82830408141359,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,34.82830408141359,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-27T12:13:00-04:00,7.30170267077343,7.30170267077343,7.13,7.13,7.238229703648169,7.248477848572973,7.237496732026143,0,0,19524,19610,0,0,0,0,NaN,NaN,34.284260120667,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,34.284260120667,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-27T16:00:00-04:00,7.215851335386715,7.22,7.215851335386715,7.22,7.234915212075775,7.248043072258882,7.233445504771471,0,0,19524,19611,0,0,0,0,NaN,NaN,32.47181092612093,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,32.47181092612093,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-28T09:30:00-04:00,7.217925667693358,7.217925667693358,7.16,7.16,7.221294264425634,7.246698903216761,7.159999999999999,0,1,19524,19612,0,0,0,0,NaN,NaN,30.63430608370566,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,30.63430608370566,NaN,NaN,NaN,7.249462644994278,7.387141605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-28T09:35:00-04:00,7.188962833846679,7.188962833846679,6.9601,6.9601,7.1738043981664275,7.2423233474424595,6.997509529276694,0,0,19524,19613,0,0,0,0,NaN,NaN,32.00894613383666,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,32.00894613383666,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-28T10:57:00-04:00,7.074531416923339,7.217,7.074531416923339,7.217,7.181658143954349,7.241936731450972,7.077557111597374,0,0,19524,19614,0,0,0,0,NaN,NaN,29.732591209892746,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,29.732591209892746,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-28T14:39:00-04:00,7.145765708461669,7.145765708461669,7.12,7.12,7.170447572326286,7.24007510196317,7.0829604073838315,0,0,19524,19615,0,0,0,0,NaN,NaN,29.256857811628063,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,29.256857811628063,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-06-28T16:00:00-04:00,7.132882854230834,7.132882854230834,7.12,7.12,7.161275286448779,7.238241894299611,7.087254248733821,0,0,19524,19616,0,0,0,0,NaN,NaN,27.98144150279053,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,27.98144150279053,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-01T08:00:00-04:00,7.126441427115417,7.126441427115417,6.99,6.99,7.130134325276274,7.234451941714884,6.99,0,0,19524,19617,0,0,0,0,NaN,NaN,28.589140868409622,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,28.589140868409622,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2024-07-01T10:12:00-04:00,7.058220713557708,7.14,7.058220713557708,7.14,7.131928084316952,7.233009927337557,7.044545454545455,0,0,19524,19618,0,0,0,0,NaN,NaN,27.733131905441798,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,27.733131905441798,NaN,NaN,NaN,7.249462644994278,7.3333661087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
