time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter
2020-06-03,1.479613616054407,2,1.479613616054407,1.8495,1.4738478549597032,1.8561190046684222,1.8495,0,0,3420,3693,0,0,0,0,NaN,NaN,16.495708704839707,NaN,NaN,NaN,1.6121467675330703,1.3987428123149999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,16.495708704839707,NaN,NaN,NaN,1.6121467675330703,1.3987428123149999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-04,1.6645568080272035,2.275,1.6645568080272035,2.1875,1.6036027904215753,1.8611782565055455,2.1875,0,0,3420,3694,0,0,0,0,NaN,NaN,8.115469548549653,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,8.115469548549653,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-05,1.9260284040136018,1.9260284040136018,1.601,1.601,1.6031295557994707,1.8572060693833234,1.6009999999999998,0,0,3420,3695,0,0,0,0,NaN,NaN,5.481752693657852,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,5.481752693657852,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-16,1.7635142020068009,1.8,1.7635142020068009,1.8,1.6389241820177487,1.8563326942782346,1.8,0,0,3420,3696,0,0,0,0,NaN,NaN,2.55484568719171,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,2.55484568719171,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-17,1.7817571010034006,1.85,1.601,1.7129999999999999,1.652392512559976,1.8541444088694066,1.7129999999999999,0,0,3420,3697,0,0,0,0,NaN,NaN,0.9267812332360789,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,0.9267812332360789,NaN,NaN,NaN,1.6121467675330703,1.63222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-18,1.7473785505017,2.4,1.7473785505017,2.4,1.7883211466399804,1.8624780820164386,2.4,0,0,3420,3698,0,0,0,0,NaN,NaN,0.10803003814477867,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,0.10803003814477867,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-19,2.07368927525085,2.4,2.07368927525085,2.4,1.8995354836145295,1.8706845235123708,2.4,0,0,3420,3699,0,0,0,0,NaN,NaN,1.9658967835749885,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,1.9658967835749885,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-29,2.236844637625425,2.4,2.236844637625425,2.4,1.9905290320482514,1.878765675825159,2.4,0,0,3420,3700,0,0,0,0,NaN,NaN,5.061581588046221,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,5.061581588046221,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-06-30,2.318422318812712,2.318422318812712,2.1,2.1,2.0104328444031148,1.8821432990950038,2.1,0,0,3420,3701,0,0,0,0,NaN,NaN,8.002319355847401,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,8.002319355847401,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2020-07-06,2.2092111594063564,2.2092111594063564,1.62,1.62,1.9394450545116393,1.878141111322561,1.62,0,0,3420,3702,0,0,0,0,NaN,NaN,9.566769891309432,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,9.566769891309432,NaN,NaN,NaN,1.6121467675330703,1.7583159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
