time,open,high,low,close,EMA10,EMA130,VWAP,Bull_window,Bear_window,Plot,Plot,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter,Bullish,Bullish+,Bearish,Bearish+,Bullish Exit,Bearish Exit,Trend Strength,Take Profit,Stop Loss,Bar Color Value,Trend Tracer,Trend Catcher,Smart Trail,Smart Trail Extremity,RZ R3 Band,RZ R2 Band,RZ R1 Band,RZ S1 Band,RZ S2 Band,RZ S3 Band,Neo Lead,Neo Lag,Custom Alert Condition Highlighter
2021-07-22,9.525,11.5,9,9.8875,NaN,NaN,9.8875,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,9.8875,9.8875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,9.8875,9.8875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-07-23,9.70625,11.2,9.70625,10.638750000000002,NaN,NaN,10.638750000000002,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,10.638750000000002,10.27439375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,10.638750000000002,10.27439375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-07-26,10.172500000000001,11.9968,10.172500000000001,11.4267,NaN,NaN,11.4267,0,0,NaN,NaN,0,0,0,0,11.9968,NaN,NaN,NaN,NaN,NaN,11.4267,10.691118687499998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,11.9968,NaN,NaN,NaN,NaN,NaN,11.4267,10.691118687499998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-07-27,10.799600000000002,12.12,10.799600000000002,11.563749999999999,NaN,NaN,11.563749999999997,0,0,NaN,NaN,0,0,0,0,12.12,NaN,NaN,NaN,NaN,NaN,11.563749999999999,10.807890066249998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,12.12,NaN,NaN,NaN,NaN,NaN,11.563749999999999,10.807890066249998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-07-28,11.181675,11.24,10.56,11.002500000000001,NaN,NaN,11.002500000000001,0,0,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,11.002500000000001,10.807890066249998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,11.002500000000001,10.807890066249998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-07-29,11.092087500000002,14,11.092087500000002,12.5725,NaN,NaN,12.5725,0,0,NaN,NaN,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,12.5725,11.425686210287498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,12.5725,11.425686210287498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-07-30,11.832293750000002,16.9687,11.832293750000002,14.097175,NaN,NaN,14.097175,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,14.097175,12.417121865052998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,14.097175,12.417121865052998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-08-02,12.964734375,15.99,12.964734375,15.1075,NaN,NaN,15.107499999999998,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,15.1075,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,15.1075,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-08-03,14.0361171875,15.3,12.05,13.9875,NaN,NaN,13.987500000000002,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.9875,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.9875,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-08-04,14.01180859375,14.37,12.84,13.465000000000002,12.3748875,NaN,13.465000000000002,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.465000000000002,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.465000000000002,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-08-05,13.738404296875,13.97,12.6,13.1875,12.522635227272728,NaN,13.1875,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.1875,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.1875,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-08-06,13.4629521484375,13.4629521484375,12.54,12.89375,12.590110640495869,NaN,12.89375,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,12.89375,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,12.89375,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2021-08-09,13.17835107421875,13.71,12.14,13.0075,12.665999614951165,NaN,13.007500000000002,0,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.0075,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,13.0075,13.250066710295048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
